review_id,username,rating,date_variant,rasa,kualitas,kadaluarsa,likes,image_count,video_count,comment
5546053947,wahyuddin212,4,2021-08-01 10:33,,,,Membantu?,0,0,Trims
13655621570,zulfikarkurniawan_,5,2023-12-23 21:21,,,,Membantu?,0,0,
13572887871,anaspare2,5,2023-12-16 20:25,,,,Membantu?,0,0,
11735277552,boworofii,5,2023-06-13 18:41,,,,Membantu?,0,0,
5912948431,inda.kamaruddin,5,2021-09-08 16:52,,,,Membantu?,0,0,
13250588627,f*****e,2,2023-11-18 10:21,,,,Membantu?,1,0,Agak kecewa sih beli yg 100 lbr yg dikirim 40 lbr. Semoga lain kali lebih teliti ya...
15248753366,hibstore123,5,2024-05-20 15:28,,,,Membantu?,0,0,
16034673187,gianantapurnadi,5,2024-08-02 05:47,,,,Membantu?,0,0,
68622474667,aswar16,5,2025-08-26 11:50,,,,Membantu?,0,0,
